geoid,county,state_po,year,polling_places,period,population,prop_high_poverty,prop_hispanic_latino,prop_2more,prop_aian,prop_asian,prop_black,prop_nhpi,prop_other,prop_white
28109,Pearl River County,MS,2012,33,Before,55049,37.66,2.97,1.63,0.14,0.34,12.87,0,0.1,81.95
28109,Pearl River County,MS,2018,20,After,55049,37.66,2.97,1.63,0.14,0.34,12.87,0,0.1,81.95
28111,Perry County,MS,2012,15,Before,12047,50.6,1.43,1.23,0,0.09,19.76,0,0.14,77.36
28111,Perry County,MS,2018,15,After,12047,50.6,1.43,1.23,0,0.09,19.76,0,0.14,77.36
28113,Pike County,MS,2014,25,Before,39763,55.48,1.56,0.4,0.48,0.47,53.07,0.01,0.05,43.96
28113,Pike County,MS,2018,25,After,39763,55.48,1.56,0.4,0.48,0.47,53.07,0.01,0.05,43.96
28115,Pontotoc County,MS,2012,29,Before,31075,40.65,6.24,0.89,0.02,0.78,14.84,0,0.08,77.15
28115,Pontotoc County,MS,2018,28,After,31075,40.65,6.24,0.89,0.02,0.78,14.84,0,0.08,77.15
28117,Prentiss County,MS,2012,15,Before,25389,52.69,1.39,2,0,0.15,13.36,0,0,83.1
28117,Prentiss County,MS,2018,15,After,25389,52.69,1.39,2,0,0.15,13.36,0,0,83.1
28119,Quitman County,MS,2012,9,Before,7537,69.23,1.3,0.41,0,0.08,71,0,0,27.21
28119,Quitman County,MS,2018,10,After,7537,69.23,1.3,0.41,0,0.08,71,0,0,27.21
28121,Rankin County,MS,2012,53,Before,149645,27.83,2.65,1.14,0.12,1.15,19.98,0.03,0.08,74.85
28121,Rankin County,MS,2018,49,After,149645,27.83,2.65,1.14,0.12,1.15,19.98,0.03,0.08,74.85
28123,Scott County,MS,2014,25,Before,28399,56.28,10.81,0.13,0.45,0.26,38.48,0,0.01,49.87
28123,Scott County,MS,2018,23,After,28399,56.28,10.81,0.13,0.45,0.26,38.48,0,0.01,49.87
28125,Sharkey County,MS,2012,10,Before,4631,67.82,0.6,0,0.11,0.41,71.93,0,0.06,26.88
28125,Sharkey County,MS,2018,10,After,4631,67.82,0.6,0,0.11,0.41,71.93,0,0.06,26.88
28127,Simpson County,MS,2014,23,Before,27215,52.12,0.5,1.07,0.01,0.23,36.54,0,0.03,61.62
28127,Simpson County,MS,2018,23,After,27215,52.12,0.5,1.07,0.01,0.23,36.54,0,0.03,61.62
28129,Smith County,MS,2012,18,Before,16114,45.86,1.64,0.33,0,0.04,23.64,0,0,74.35
28129,Smith County,MS,2018,18,After,16114,45.86,1.64,0.33,0,0.04,23.64,0,0,74.35
28131,Stone County,MS,2012,15,Before,17981,43.56,1.92,1.61,0.41,0,19.23,0,0,76.83
28131,Stone County,MS,2018,15,After,17981,43.56,1.92,1.61,0.41,0,19.23,0,0,76.83
28133,Sunflower County,MS,2014,17,Before,26915,61.06,1.61,0.35,0.08,0.14,73.66,0,0,24.16
28133,Sunflower County,MS,2018,17,After,26915,61.06,1.61,0.35,0.08,0.14,73.66,0,0,24.16
28135,Tallahatchie County,MS,2012,21,Before,14552,57.61,14.95,0.47,0.36,1.51,47.16,0.16,0,35.38
28135,Tallahatchie County,MS,2018,21,After,14552,57.61,14.95,0.47,0.36,1.51,47.16,0.16,0,35.38
28137,Tate County,MS,2012,19,Before,28333,40.81,2.52,2.22,0.1,0.25,30.04,0.09,0,64.78
28137,Tate County,MS,2018,20,After,28333,40.81,2.52,2.22,0.1,0.25,30.04,0.09,0,64.78
28139,Tippah County,MS,2012,24,Before,21993,44.63,4.67,0.9,0,0.46,16.56,0.06,0.01,77.34
28139,Tippah County,MS,2018,24,After,21993,44.63,4.67,0.9,0,0.46,16.56,0.06,0.01,77.34
28141,Tishomingo County,MS,2012,19,Before,19476,49.34,2.93,0.8,0.26,0.09,2.51,0,0,93.41
28141,Tishomingo County,MS,2018,14,After,19476,49.34,2.93,0.8,0.26,0.09,2.51,0,0,93.41
28143,Tunica County,MS,2014,12,Before,10276,58.07,0.75,0.21,0,0.89,78.49,0,0.18,19.48
28143,Tunica County,MS,2018,12,After,10276,58.07,0.75,0.21,0,0.89,78.49,0,0.18,19.48
28145,Union County,MS,2014,20,Before,28202,44.59,4.24,1.25,0,0.93,14.79,0.16,0,78.64
28145,Union County,MS,2018,20,After,28202,44.59,4.24,1.25,0,0.93,14.79,0.16,0,78.64
28147,Walthall County,MS,2012,21,Before,14670,54.68,0.59,0.44,0,0.46,45.7,0,0.07,52.73
28147,Walthall County,MS,2018,20,After,14670,54.68,0.59,0.44,0,0.46,45.7,0,0.07,52.73
28149,Warren County,MS,2012,22,Before,47510,45.54,0.59,0.97,0.08,0.48,50.18,0,0,47.69
28149,Warren County,MS,2018,23,After,47510,45.54,0.59,0.97,0.08,0.48,50.18,0,0,47.69
28151,Washington County,MS,2012,19,Before,48002,58.99,1.45,0.45,0.11,0.65,71.71,0,0.1,25.52
28151,Washington County,MS,2018,19,After,48002,58.99,1.45,0.45,0.11,0.65,71.71,0,0.1,25.52
28153,Wayne County,MS,2014,22,Before,20458,49.14,0.64,0.65,0.3,0.07,40.52,0,0,57.83
28153,Wayne County,MS,2018,22,After,20458,49.14,0.64,0.65,0.3,0.07,40.52,0,0,57.83
28155,Webster County,MS,2012,17,Before,9868,44.97,1.47,0.91,0.17,0.15,19.18,0,0.1,78.01
28155,Webster County,MS,2018,17,After,9868,44.97,1.47,0.91,0.17,0.15,19.18,0,0.1,78.01
28157,Wilkinson County,MS,2014,9,Before,9084,61.34,0.29,0.28,0,0.07,71.01,0,0.43,27.93
28157,Wilkinson County,MS,2018,9,After,9084,61.34,0.29,0.28,0,0.07,71.01,0,0.43,27.93
28159,Winston County,MS,2012,12,Before,18482,54.04,1.16,0.2,1.24,0.03,47.02,0,0,50.34
28159,Winston County,MS,2018,12,After,18482,54.04,1.16,0.2,1.24,0.03,47.02,0,0,50.34
28161,Yalobusha County,MS,2012,13,Before,12426,47.83,1.5,0.14,0.21,0.17,39.69,0,0,58.29
28161,Yalobusha County,MS,2018,11,After,12426,47.83,1.5,0.14,0.21,0.17,39.69,0,0,58.29
28163,Yazoo County,MS,2012,25,Before,27496,59.2,5.64,1.57,0.19,0.38,56.4,0,0,35.82
28163,Yazoo County,MS,2018,23,After,27496,59.2,5.64,1.57,0.19,0.38,56.4,0,0,35.82
36005,Bronx County,NY,2016,198,Before,1455846,53.59,55.68,1.01,0.25,3.6,29.36,0.03,0.61,9.46
36005,Bronx County,NY,2018,190,After,1455846,53.59,55.68,1.01,0.25,3.6,29.36,0.03,0.61,9.46
36047,Kings County,NY,2016,404,Before,2635121,41.86,19.29,1.76,0.15,11.84,30.56,0.03,0.42,35.96
36047,Kings County,NY,2018,398,After,2635121,41.86,19.29,1.76,0.15,11.84,30.56,0.03,0.42,35.96
36061,New York County,NY,2016,265,Before,1653877,31.16,26.08,2.2,0.12,11.88,12.51,0.04,0.41,46.76
36061,New York County,NY,2018,277,After,1653877,31.16,26.08,2.2,0.12,11.88,12.51,0.04,0.41,46.76
37007,Anson County,NC,2012,11,Before,25531,50.54,3.77,1.08,0.29,1.19,48.63,0.05,0.09,44.9
37007,Anson County,NC,2018,11,After,25531,50.54,3.77,1.08,0.29,1.19,48.63,0.05,0.09,44.9
37013,Beaufort County,NC,2012,20,Before,47316,42.97,7.56,0.87,0.04,0.09,25.58,0,0.03,65.83
37013,Beaufort County,NC,2018,20,After,47316,42.97,7.56,0.87,0.04,0.09,25.58,0,0.03,65.83
37015,Bertie County,NC,2012,11,Before,19913,51.89,2.08,0.79,0.57,0.57,61.64,0.01,0.02,34.32
37015,Bertie County,NC,2018,11,After,19913,51.89,2.08,0.79,0.57,0.57,61.64,0.01,0.02,34.32
37017,Bladen County,NC,2012,17,Before,34130,49.87,7.55,1.1,2.3,0.01,34.41,0,0.42,54.22
37017,Bladen County,NC,2018,17,After,34130,49.87,7.55,1.1,2.3,0.01,34.41,0,0.42,54.22
37029,Camden County,NC,2012,3,Before,10336,27.13,2.69,0.65,0.12,1.92,14.27,0,0,80.36
37029,Camden County,NC,2018,3,After,10336,27.13,2.69,0.65,0.12,1.92,14.27,0,0,80.36
37033,Caswell County,NC,2012,10,Before,22833,42.97,3.75,1.24,0.11,0.57,33.01,0.17,0,61.14
37033,Caswell County,NC,2018,9,After,22833,42.97,3.75,1.24,0.11,0.57,33.01,0.17,0,61.14
37041,Chowan County,NC,2012,6,Before,14370,46.37,3.63,1.41,0.85,0,33.75,0.01,0.67,59.69
37041,Chowan County,NC,2018,6,After,14370,46.37,3.63,1.41,0.85,0,33.75,0.01,0.67,59.69
37045,Cleveland County,NC,2012,26,Before,97038,45.77,3.31,1.32,0.2,0.96,20.69,0,0.12,73.41
37045,Cleveland County,NC,2018,21,After,97038,45.77,3.31,1.32,0.2,0.96,20.69,0,0.12,73.41
37049,Craven County,NC,2012,27,Before,103374,35.62,7.13,2.45,0.46,2.84,21.02,0.03,0.05,66.04
37049,Craven County,NC,2018,24,After,103374,35.62,7.13,2.45,0.46,2.84,21.02,0.03,0.05,66.04
37051,Cumberland County,NC,2012,77,Before,332766,41.66,11.22,4.58,1.23,2.41,35.46,0.23,0.23,44.64
37051,Cumberland County,NC,2018,77,After,332766,41.66,11.22,4.58,1.23,2.41,35.46,0.23,0.23,44.64
37065,Edgecombe County,NC,2012,21,Before,54032,52.44,4.33,1.65,0.12,0.06,57.21,0.05,0.05,36.52
37065,Edgecombe County,NC,2018,21,After,54032,52.44,4.33,1.65,0.12,0.06,57.21,0.05,0.05,36.52
37069,Franklin County,NC,2012,18,Before,63866,39.89,8.09,1.77,0.4,0.45,25.44,0,0.4,63.46
37069,Franklin County,NC,2018,18,After,63866,39.89,8.09,1.77,0.4,0.45,25.44,0,0.4,63.46
37071,Gaston County,NC,2012,46,Before,214049,39.42,6.62,2.05,0.38,1.47,15.51,0.02,0.38,73.59
37071,Gaston County,NC,2018,46,After,214049,39.42,6.62,2.05,0.38,1.47,15.51,0.02,0.38,73.59
37073,Gates County,NC,2012,6,Before,11601,32.12,0.71,2.26,0.92,0.43,32.93,0,0.22,62.53
37073,Gates County,NC,2018,6,After,11601,32.12,0.71,2.26,0.92,0.43,32.93,0,0.22,62.53
37077,Granville County,NC,2012,15,Before,58503,35.05,7.61,2.5,0.53,0.4,30.56,0.03,0.12,58.25
37077,Granville County,NC,2018,15,After,58503,35.05,7.61,2.5,0.53,0.4,30.56,0.03,0.12,58.25
37079,Greene County,NC,2012,10,Before,21059,48.01,14.88,2.31,0.35,0.07,35.39,0,0.08,46.92
37079,Greene County,NC,2018,10,After,21059,48.01,14.88,2.31,0.35,0.07,35.39,0,0.08,46.92
37081,Guilford County,NC,2012,165,Before,517197,37.37,7.73,1.98,0.35,4.77,33.3,0.04,0.41,51.42
37081,Guilford County,NC,2018,165,After,517197,37.37,7.73,1.98,0.35,4.77,33.3,0.04,0.41,51.42
37083,Halifax County,NC,2012,25,Before,52300,51.78,2.74,1.59,3.52,0.83,52.6,0.04,0.01,38.66
37083,Halifax County,NC,2018,21,After,52300,51.78,2.74,1.59,3.52,0.83,52.6,0.04,0.01,38.66
37085,Harnett County,NC,2012,12,Before,128753,40.09,12.27,2.73,0.83,1.02,20.6,0.14,0.32,62.08
37085,Harnett County,NC,2018,13,After,128753,40.09,12.27,2.73,0.83,1.02,20.6,0.14,0.32,62.08
37091,Hertford County,NC,2012,13,Before,24262,47.62,3.66,3.23,1.1,0.69,57.44,0.14,0.19,33.55
37091,Hertford County,NC,2018,13,After,24262,47.62,3.66,3.23,1.1,0.69,57.44,0.14,0.19,33.55
37093,Hoke County,NC,2012,14,Before,52571,45.74,12.83,4.36,7.9,1.38,32.52,0.08,0.39,40.54
37093,Hoke County,NC,2018,15,After,52571,45.74,12.83,4.36,7.9,1.38,32.52,0.08,0.39,40.54
37099,Jackson County,NC,2012,15,Before,41725,39.81,5.49,2.32,7.91,0.99,2.14,0,0.13,81.01
37099,Jackson County,NC,2018,14,After,41725,39.81,5.49,2.32,7.91,0.99,2.14,0,0.13,81.01
37105,Lee County,NC,2012,10,Before,59805,38.41,19.29,1.84,0.66,1.04,18.85,0.04,0.11,58.17
37105,Lee County,NC,2018,10,After,59805,38.41,19.29,1.84,0.66,1.04,18.85,0.04,0.11,58.17
37107,Lenoir County,NC,2012,22,Before,57934,47.85,7.53,3.09,0.37,0.55,38.69,0.04,0.04,49.69
37107,Lenoir County,NC,2018,22,After,57934,47.85,7.53,3.09,0.37,0.55,38.69,0.04,0.04,49.69
37117,Martin County,NC,2012,12,Before,23227,46.49,3.72,0.81,0.35,1.2,41.81,0,0,52.11
37117,Martin County,NC,2018,11,After,23227,46.49,3.72,0.81,0.35,1.2,41.81,0,0,52.11
37127,Nash County,NC,2012,27,Before,94125,38.43,6.7,1.48,0.66,0.87,39.2,0.01,0.15,50.94
37127,Nash County,NC,2018,24,After,94125,38.43,6.7,1.48,0.66,0.87,39.2,0.01,0.15,50.94
37131,Northampton County,NC,2012,18,Before,20426,49.8,2.12,1.62,0.49,0.31,56.9,0,0,38.56
37131,Northampton County,NC,2018,18,After,20426,49.8,2.12,1.62,0.49,0.31,56.9,0,0,38.56
37133,Onslow County,NC,2012,24,Before,192685,40.1,12.18,4.55,0.4,2.06,13.67,0.19,0.13,66.81
37133,Onslow County,NC,2018,24,After,192685,40.1,12.18,4.55,0.4,2.06,13.67,0.19,0.13,66.81
37139,Pasquotank County,NC,2012,13,Before,39546,37.74,4.87,1.99,0.09,1.65,36.19,0.31,0.03,54.87
37139,Pasquotank County,NC,2018,9,After,39546,37.74,4.87,1.99,0.09,1.65,36.19,0.31,0.03,54.87
37143,Perquimans County,NC,2012,7,Before,13506,41.41,2.52,1.21,0.24,0.35,23.4,0.1,0.24,71.95
37143,Perquimans County,NC,2018,7,After,13506,41.41,2.52,1.21,0.24,0.35,23.4,0.1,0.24,71.95
37145,Person County,NC,2012,14,Before,39240,39.19,4.15,1.45,0.76,0.15,26.89,0.05,0.09,66.46
37145,Person County,NC,2018,11,After,39240,39.19,4.15,1.45,0.76,0.15,26.89,0.05,0.09,66.46
37147,Pitt County,NC,2012,40,Before,176484,43.17,6.05,2.14,0.23,1.72,34.33,0.03,0.41,55.1
37147,Pitt County,NC,2018,40,After,176484,43.17,6.05,2.14,0.23,1.72,34.33,0.03,0.41,55.1
37155,Robeson County,NC,2012,42,Before,134187,55.26,8.52,2.15,38.63,0.66,24.02,0.04,0.27,25.69
37155,Robeson County,NC,2018,38,After,134187,55.26,8.52,2.15,38.63,0.66,24.02,0.04,0.27,25.69
37157,Rockingham County,NC,2012,15,Before,91566,41.53,5.96,1.69,0.48,0.52,18.48,0.05,0.21,72.61
37157,Rockingham County,NC,2018,15,After,91566,41.53,5.96,1.69,0.48,0.52,18.48,0.05,0.21,72.61
37165,Scotland County,NC,2012,10,Before,35445,53.57,2.83,2.71,11.09,0.72,38.64,0.02,0.05,43.94
37165,Scotland County,NC,2018,10,After,35445,53.57,2.83,2.71,11.09,0.72,38.64,0.02,0.05,43.94
37179,Union County,NC,2012,52,Before,222095,24.58,10.93,1.81,0.3,2.39,11.35,0.05,0.17,73
37179,Union County,NC,2018,52,After,222095,24.58,10.93,1.81,0.3,2.39,11.35,0.05,0.17,73
37181,Vance County,NC,2012,12,Before,44420,49.82,7.31,1.47,0.29,0.54,49.81,0.04,0,40.55
37181,Vance County,NC,2018,12,After,44420,49.82,7.31,1.47,0.29,0.54,49.81,0.04,0,40.55
37187,Washington County,NC,2012,6,Before,12331,50.06,4.98,1.67,0.06,0.16,48.24,0,0,44.89
37187,Washington County,NC,2018,6,After,12331,50.06,4.98,1.67,0.06,0.16,48.24,0,0,44.89
37191,Wayne County,NC,2012,29,Before,124496,44.15,11.25,2.95,0.26,1.19,30.12,0.02,0.11,54.1
37191,Wayne County,NC,2018,29,After,124496,44.15,11.25,2.95,0.26,1.19,30.12,0.02,0.11,54.1
37195,Wilson County,NC,2012,24,Before,81379,43.55,10.07,1.33,0.36,0.78,39.54,0,0.62,47.3
37195,Wilson County,NC,2018,24,After,81379,43.55,10.07,1.33,0.36,0.78,39.54,0,0.62,47.3
45001,Abbeville County,SC,2012,14,Before,24788,46.33,1.34,1.78,0.1,0.29,27.61,0,0,68.89
45001,Abbeville County,SC,2018,14,After,24788,46.33,1.34,1.78,0.1,0.29,27.61,0,0,68.89
45003,Aiken County,SC,2012,69,Before,165707,39.22,5.5,2.01,0.23,1.02,24.46,0.05,0.09,66.65
45003,Aiken County,SC,2018,73,After,165707,39.22,5.5,2.01,0.23,1.02,24.46,0.05,0.09,66.65
45005,Allendale County,SC,2012,8,Before,9402,63.34,3.06,0.41,0.48,0,73.52,0.03,0,22.5
45005,Allendale County,SC,2018,8,After,9402,63.34,3.06,0.41,0.48,0,73.52,0.03,0,22.5
45007,Anderson County,SC,2012,75,Before,194174,38.12,3.51,1.68,0.2,0.88,15.99,0.03,0.07,77.63
45007,Anderson County,SC,2018,78,After,194174,38.12,3.51,1.68,0.2,0.88,15.99,0.03,0.07,77.63
45009,Bamberg County,SC,2012,12,Before,14842,47.84,1.94,0.32,0.05,0.42,61.54,0,0.15,35.57
45009,Bamberg County,SC,2018,12,After,14842,47.84,1.94,0.32,0.05,0.42,61.54,0,0.15,35.57
45011,Barnwell County,SC,2012,10,Before,21788,50.07,2.3,0.87,0.13,0.45,45.1,0,0,51.16
45011,Barnwell County,SC,2018,9,After,21788,50.07,2.3,0.87,0.13,0.45,45.1,0,0,51.16
45013,Beaufort County,SC,2012,58,Before,179316,30.31,11.26,1.68,0.2,1.2,18.15,0.05,0.09,67.38
45013,Beaufort County,SC,2018,57,After,179316,30.31,11.26,1.68,0.2,1.2,18.15,0.05,0.09,67.38
45015,Berkeley County,SC,2012,48,Before,204632,32.23,6.28,2.89,0.37,2.26,23.89,0.07,0.24,64.01
45015,Berkeley County,SC,2018,55,After,204632,32.23,6.28,2.89,0.37,2.26,23.89,0.07,0.24,64.01
45017,Calhoun County,SC,2012,12,Before,14808,34.3,3.58,0.78,0.45,0,41.59,0,0,53.61
45017,Calhoun County,SC,2018,12,After,14808,34.3,3.58,0.78,0.45,0,41.59,0,0,53.61
45019,Charleston County,SC,2012,105,Before,387847,31.12,5.03,1.9,0.13,1.33,27.59,0.05,0.1,63.86
45019,Charleston County,SC,2018,95,After,387847,31.12,5.03,1.9,0.13,1.33,27.59,0.05,0.1,63.86
45021,Cherokee County,SC,2012,29,Before,56549,45.83,4.11,2.14,0.1,0.63,19.88,0.05,0,73.09
45021,Cherokee County,SC,2018,29,After,56549,45.83,4.11,2.14,0.1,0.63,19.88,0.05,0,73.09
45023,Chester County,SC,2012,20,Before,32424,46.87,1.91,2.17,0.29,0.37,36.37,0,0.02,58.88
45023,Chester County,SC,2018,21,After,32424,46.87,1.91,2.17,0.29,0.37,36.37,0,0.02,58.88
45025,Chesterfield County,SC,2012,25,Before,46127,49.88,4.19,2.16,0.36,0.46,32.01,0.06,0,60.76
45025,Chesterfield County,SC,2018,25,After,46127,49.88,4.19,2.16,0.36,0.46,32.01,0.06,0,60.76
45027,Clarendon County,SC,2012,25,Before,34156,48.78,3,0.96,0.09,0.25,48.32,0,0,47.38
45027,Clarendon County,SC,2018,25,After,34156,48.78,3,0.96,0.09,0.25,48.32,0,0,47.38
45029,Colleton County,SC,2012,31,Before,37581,51.08,3.08,0.89,0.68,0.03,38.04,0.91,0.07,56.3
45029,Colleton County,SC,2018,32,After,37581,51.08,3.08,0.89,0.68,0.03,38.04,0.91,0.07,56.3
45031,Darlington County,SC,2012,32,Before,67572,48.36,1.92,1.58,0.33,0.43,40.72,0.01,0,55.01
45031,Darlington County,SC,2018,32,After,67572,48.36,1.92,1.58,0.33,0.43,40.72,0.01,0,55.01
45033,Dillon County,SC,2012,20,Before,31073,58.05,2.67,2.41,2.03,0.32,46.44,0.02,0,46.1
45033,Dillon County,SC,2018,20,After,31073,58.05,2.67,2.41,2.03,0.32,46.44,0.02,0,46.1
45035,Dorchester County,SC,2012,40,Before,151716,30.1,5.04,2.35,0.45,1.92,25.32,0.02,0.29,64.61
45035,Dorchester County,SC,2018,37,After,151716,30.1,5.04,2.35,0.45,1.92,25.32,0.02,0.29,64.61
45037,Edgefield County,SC,2012,10,Before,26620,36.69,5.65,0.7,0.28,0.4,36.42,0,0.05,56.5
45037,Edgefield County,SC,2018,11,After,26620,36.69,5.65,0.7,0.28,0.4,36.42,0,0.05,56.5
45039,Fairfield County,SC,2012,20,Before,22868,48.49,2,5.11,0.31,0.27,54.91,0,0,37.4
45039,Fairfield County,SC,2018,20,After,22868,48.49,2,5.11,0.31,0.27,54.91,0,0,37.4
45041,Florence County,SC,2012,61,Before,138537,41.7,2.48,1.22,0.18,1.29,42.16,0.05,0.06,52.56
45041,Florence County,SC,2018,59,After,138537,41.7,2.48,1.22,0.18,1.29,42.16,0.05,0.06,52.56
45043,Georgetown County,SC,2012,31,Before,61065,39.67,3.01,1.63,0.12,0.38,31.3,0.02,0.22,63.32
45043,Georgetown County,SC,2018,32,After,61065,39.67,3.01,1.63,0.12,0.38,31.3,0.02,0.22,63.32
45045,Greenville County,SC,2012,150,Before,490332,32.61,8.84,1.68,0.18,2.19,17.99,0.06,0.1,68.95
45045,Greenville County,SC,2018,150,After,490332,32.61,8.84,1.68,0.18,2.19,17.99,0.06,0.1,68.95
45047,Greenwood County,SC,2012,45,Before,69981,45.41,5.84,1.71,0.04,0.93,31.17,0,0.25,60.07
45047,Greenwood County,SC,2018,50,After,69981,45.41,5.84,1.71,0.04,0.93,31.17,0,0.25,60.07
45049,Hampton County,SC,2012,15,Before,20066,54.53,3.98,1.06,0.18,0.37,53.03,0,0.47,40.91
45049,Hampton County,SC,2018,15,After,20066,54.53,3.98,1.06,0.18,0.37,53.03,0,0.47,40.91
45051,Horry County,SC,2012,117,Before,310186,38.93,5.99,1.33,0.42,1.22,13.51,0.09,0.32,77.13
45051,Horry County,SC,2018,122,After,310186,38.93,5.99,1.33,0.42,1.22,13.51,0.09,0.32,77.13
45053,Jasper County,SC,2012,13,Before,27465,51.17,13.24,1.02,0.07,0.74,43.35,0,0,41.57
45053,Jasper County,SC,2018,14,After,27465,51.17,13.24,1.02,0.07,0.74,43.35,0,0,41.57
45055,Kershaw County,SC,2012,34,Before,63734,37.64,4.08,1.99,0.22,0.5,23.95,0,0.16,69.1
45055,Kershaw County,SC,2018,33,After,63734,37.64,4.08,1.99,0.22,0.5,23.95,0,0.16,69.1
45057,Lancaster County,SC,2012,29,Before,86544,32.58,5.04,1.7,0.18,0.96,21.7,0.05,0.22,70.14
45057,Lancaster County,SC,2018,36,After,86544,32.58,5.04,1.7,0.18,0.96,21.7,0.05,0.22,70.14
45059,Laurens County,SC,2012,34,Before,66508,46.45,4.48,1.87,0.1,0.33,25.01,0.07,0.03,68.1
45059,Laurens County,SC,2018,34,After,66508,46.45,4.48,1.87,0.1,0.33,25.01,0.07,0.03,68.1
45061,Lee County,SC,2012,22,Before,17897,55.09,2.34,1.99,0.35,0.03,62.61,0,0.03,32.64
45061,Lee County,SC,2018,22,After,17897,55.09,2.34,1.99,0.35,0.03,62.61,0,0.03,32.64
45063,Lexington County,SC,2012,91,Before,281870,30.93,5.82,2.09,0.25,1.68,14.41,0.08,0.11,75.56
45063,Lexington County,SC,2018,94,After,281870,30.93,5.82,2.09,0.25,1.68,14.41,0.08,0.11,75.56
45065,McCormick County,SC,2012,10,Before,9694,42.18,0.88,1.7,0.17,0.36,47.5,0,0.18,49.22
45065,McCormick County,SC,2018,11,After,9694,42.18,0.88,1.7,0.17,0.36,47.5,0,0.18,49.22
45067,Marion County,SC,2012,17,Before,31765,56.57,2.7,0.77,0.5,0.66,56.57,0,0.03,38.76
45067,Marion County,SC,2018,17,After,31765,56.57,2.7,0.77,0.5,0.66,56.57,0,0.03,38.76
45069,Marlboro County,SC,2012,15,Before,27505,52.3,3.3,3.62,3.27,0.35,50.19,0,0.07,39.21
45069,Marlboro County,SC,2018,15,After,27505,52.3,3.3,3.62,3.27,0.35,50.19,0,0.07,39.21
45071,Newberry County,SC,2012,29,Before,37914,46.61,7.31,0.57,0.34,0.2,31.58,0.03,0.17,59.8
45071,Newberry County,SC,2018,29,After,37914,46.61,7.31,0.57,0.34,0.2,31.58,0.03,0.17,59.8
45073,Oconee County,SC,2012,26,Before,75926,39.83,5.14,1.98,0.21,0.72,7.1,0,0.07,84.77
45073,Oconee County,SC,2018,26,After,75926,39.83,5.14,1.98,0.21,0.72,7.1,0,0.07,84.77
45075,Orangeburg County,SC,2012,45,Before,89116,48.7,2.1,1.62,0.35,0.95,61.65,0.01,0.05,33.27
45075,Orangeburg County,SC,2018,45,After,89116,48.7,2.1,1.62,0.35,0.95,61.65,0.01,0.05,33.27
45077,Pickens County,SC,2012,55,Before,121449,39.77,3.51,1.57,0.24,1.77,6.5,0.09,0.21,86.11
45077,Pickens County,SC,2018,55,After,121449,39.77,3.51,1.57,0.24,1.77,6.5,0.09,0.21,86.11
45079,Richland County,SC,2012,122,Before,404869,35.69,5.04,2.28,0.12,2.72,46.16,0.11,0.32,43.25
45079,Richland County,SC,2018,142,After,404869,35.69,5.04,2.28,0.12,2.72,46.16,0.11,0.32,43.25
45081,Saluda County,SC,2012,18,Before,20228,50.24,15.4,1.13,0.1,0,25.47,0,0,57.89
45081,Saluda County,SC,2018,18,After,20228,50.24,15.4,1.13,0.1,0,25.47,0,0,57.89
45083,Spartanburg County,SC,2012,97,Before,297732,38.02,6.49,1.79,0.14,2.24,20.34,0.03,0.17,68.8
45083,Spartanburg County,SC,2018,97,After,297732,38.02,6.49,1.79,0.14,2.24,20.34,0.03,0.17,68.8
45085,Sumter County,SC,2012,46,Before,107379,45.67,3.81,2.06,0.28,1.17,46.87,0.02,0.09,45.7
45085,Sumter County,SC,2018,46,After,107379,45.67,3.81,2.06,0.28,1.17,46.87,0.02,0.09,45.7
45087,Union County,SC,2012,23,Before,27772,45.26,1.35,2.42,0.12,0,30.91,0,0.06,65.13
45087,Union County,SC,2018,23,After,27772,45.26,1.35,2.42,0.12,0,30.91,0,0.06,65.13
45089,Williamsburg County,SC,2012,28,Before,32256,52.72,2.33,0.84,0.28,0.47,64.91,0,0,31.17
45089,Williamsburg County,SC,2018,28,After,32256,52.72,2.33,0.84,0.28,0.47,64.91,0,0,31.17
45091,York County,SC,2012,86,Before,251664,29.03,5.15,1.89,0.62,1.87,18.91,0.05,0.31,71.19
45091,York County,SC,2018,89,After,251664,29.03,5.15,1.89,0.62,1.87,18.91,0.05,0.31,71.19
46102,Oglala Lakota County,SD,2012,9,Before,14291,76.43,3.72,1.71,90.32,0,0.1,0,0,4.15
46102,Oglala Lakota County,SD,2018,8,After,14291,76.43,3.72,1.71,90.32,0,0.1,0,0,4.15
46121,Todd County,SD,2012,8,Before,10016,73.25,4.22,8.51,77.16,1.31,0.32,0,0,8.49
46121,Todd County,SD,2018,8,After,10016,73.25,4.22,8.51,77.16,1.31,0.32,0,0,8.49
48001,Anderson County,TX,2012,22,Before,57747,44.1,17.28,1.24,0.28,0.54,20.91,0.04,0.02,59.69
48001,Anderson County,TX,2018,22,After,57747,44.1,17.28,1.24,0.28,0.54,20.91,0.04,0.02,59.69
48003,Andrews County,TX,2012,1,Before,17577,29.01,55.4,1.62,0.09,0.21,1.51,0.05,0,41.13
48003,Andrews County,TX,2018,1,After,17577,29.01,55.4,1.62,0.09,0.21,1.51,0.05,0,41.13
48005,Angelina County,TX,2012,31,Before,87700,41.62,21.52,1.31,0.07,1.06,14.68,0.01,0.11,61.24
48005,Angelina County,TX,2018,27,After,87700,41.62,21.52,1.31,0.07,1.06,14.68,0.01,0.11,61.24
48007,Aransas County,TX,2012,6,Before,24832,37.93,27.04,1.58,0.02,2.01,1.57,0,0.1,67.67
